pp_0000	6.550000E+04	1.255000E+05	1	0.4
pp_0001	5.550000E+04	1.155000E+05	1	0.4
pp_0002	6.550000E+04	1.155000E+05	1	0.4
pp_0003	3.550000E+04	1.055000E+05	1	1.644650E-01
pp_0004	4.550000E+04	1.055000E+05	1	7.418254E-02
pp_0005	5.550000E+04	1.055000E+05	1	5.941378E-02
pp_0006	6.550000E+04	1.055000E+05	1	5.567720E-02
pp_0007	3.550000E+04	9.550000E+04	1	5.928707E-02
pp_0008	4.550000E+04	9.550000E+04	1	5.008080E-02
pp_0009	5.550000E+04	9.550000E+04	1	6.028015E-02
pp_0010	6.550000E+04	9.550000E+04	1	2.019020E-01
pp_0011	3.550000E+04	8.550000E+04	1	2.778103E-02
pp_0012	4.550000E+04	8.550000E+04	1	2.972180E-01
pp_0013	5.550000E+04	8.550000E+04	1	2.782460E-01
pp_0014	6.550000E+04	8.550000E+04	1	4.122768E-02
pp_0015	3.550000E+04	7.550000E+04	1	7.129452E-02
pp_0016	4.550000E+04	7.550000E+04	1	2.328690E-01
pp_0017	5.550000E+04	7.550000E+04	1	1.968300E-01
pp_0018	2.550000E+04	6.550000E+04	1	4.723660E-01
pp_0019	3.550000E+04	6.550000E+04	1	3.701700E-01
pp_0020	4.550000E+04	6.550000E+04	1	6.048493E-02
pp_0021	5.550000E+04	6.550000E+04	1	5.635447E-02
pp_0022	2.550000E+04	5.550000E+04	1	1.920720E-01
pp_0023	3.550000E+04	5.550000E+04	1	1.800570E-01
pp_0024	4.550000E+04	5.550000E+04	1	3.208360E-01
pp_0025	2.550000E+04	4.550000E+04	1	9.739347E-02
pp_0026	3.550000E+04	4.550000E+04	1	3.557241E-02
pp_0027	4.550000E+04	4.550000E+04	1	3.527593E-02
pp_0028	3.550000E+04	3.550000E+04	1	3.810670E-01
pp_0029	4.550000E+04	3.550000E+04	1	3.923900E-02
pp_0030	2.550000E+04	2.550000E+04	1	5.178647E-02
pp_0031	3.550000E+04	2.550000E+04	1	1.119050E-01
pp_0032	1.550000E+04	1.550000E+04	1	2.434630E-02
pp_0033	2.550000E+04	1.550000E+04	1	2.452890E-01
pp_0034	3.550000E+04	1.550000E+04	1	7.768132E-02
pp_0035	5.500000E+03	5.500000E+03	1	4.860170E-01
pp_0036	1.550000E+04	5.500000E+03	1	5.879260E-01
