 pp_0000               6.5500000000E+04      1.2550000000E+05      1            8.618110000000000e+02 
 pp_0001               5.5500000000E+04      1.1550000000E+05      1            5.230809999999998e+02 
 pp_0002               6.5500000000E+04      1.1550000000E+05      1            4.306499999999999e+02 
 pp_0003               3.5500000000E+04      1.0550000000E+05      1            3.974699999999999e+02 
 pp_0004               4.5500000000E+04      1.0550000000E+05      1            4.073600000000002e+02 
 pp_0005               5.5500000000E+04      1.0550000000E+05      1            4.083299999999999e+02 
 pp_0006               6.5500000000E+04      1.0550000000E+05      1            3.890400000000001e+02 
 pp_0007               3.5500000000E+04      9.5500000000E+04      1            3.590799999999999e+02 
 pp_0008               4.5500000000E+04      9.5500000000E+04      1            4.008599999999998e+02 
 pp_0009               5.5500000000E+04      9.5500000000E+04      1            3.446900000000001e+02 
 pp_0010               6.5500000000E+04      9.5500000000E+04      1            3.494199999999999e+02 
 pp_0011               3.5500000000E+04      8.5500000000E+04      1            1.558700000000001e+02 
 pp_0012               4.5500000000E+04      8.5500000000E+04      1            1.363500000000000e+02 
 pp_0013               5.5500000000E+04      8.5500000000E+04      1            85.540099999999981151 
 pp_0014               6.5500000000E+04      8.5500000000E+04      1            1.968800000000000e+02 
 pp_0015               3.5500000000E+04      7.5500000000E+04      1            1.727600000000000e+02 
 pp_0016               4.5500000000E+04      7.5500000000E+04      1            95.730100000000007299 
 pp_0017               5.5500000000E+04      7.5500000000E+04      1            73.960100000000011278 
 pp_0018               2.5500000000E+04      6.5500000000E+04      1            1.234900000000000e+02 
 pp_0019               3.5500000000E+04      6.5500000000E+04      1            1.523199999999999e+02 
 pp_0020               4.5500000000E+04      6.5500000000E+04      1            1.663499999999999e+02 
 pp_0021               5.5500000000E+04      6.5500000000E+04      1            66.440100000000015257 
 pp_0022               2.5500000000E+04      5.5500000000E+04      1            91.750100000000003320 
 pp_0023               3.5500000000E+04      5.5500000000E+04      1            93.700100000000006162 
 pp_0024               4.5500000000E+04      5.5500000000E+04      1            76.500100000000003320 
 pp_0025               2.5500000000E+04      4.5500000000E+04      1            79.310100000000019804 
 pp_0026               3.5500000000E+04      4.5500000000E+04      1            83.080100000000001614 
 pp_0027               4.5500000000E+04      4.5500000000E+04      1            54.090099999999985414 
 pp_0028               3.5500000000E+04      3.5500000000E+04      1            1.305399999999999e+02 
 pp_0029               4.5500000000E+04      3.5500000000E+04      1            1.155300000000000e+02 
 pp_0030               2.5500000000E+04      2.5500000000E+04      1            2.350099999999999e+02 
 pp_0031               3.5500000000E+04      2.5500000000E+04      1            1.834300000000001e+02 
 pp_0032               1.5500000000E+04      1.5500000000E+04      1            2.866199999999999e+02 
 pp_0033               2.5500000000E+04      1.5500000000E+04      1            2.265899999999999e+02 
 pp_0034               3.5500000000E+04      1.5500000000E+04      1            2.396900000000001e+02 
 pp_0035               5.5000000000E+03      5.5000000000E+03      1            3.439299999999998e+02 
 pp_0036               1.5500000000E+04      5.5000000000E+03      1            3.716300000000000e+02 
