 pp_0000               6.5500000000E+04      1.2550000000E+05      1            21.39999999999999503 
 pp_0001               5.5500000000E+04      1.1550000000E+05      1            15.42999999999999972 
 pp_0002               6.5500000000E+04      1.1550000000E+05      1            10.84999999999999964 
 pp_0003               3.5500000000E+04      1.0550000000E+05      1            15.61999999999999567 
 pp_0004               4.5500000000E+04      1.0550000000E+05      1            15.39000000000000412 
 pp_0005               5.5500000000E+04      1.0550000000E+05      1            13.96000000000000441 
 pp_0006               6.5500000000E+04      1.0550000000E+05      1            10.69000000000000128 
 pp_0007               3.5500000000E+04      9.5500000000E+04      1            32.22000000000000597 
 pp_0008               4.5500000000E+04      9.5500000000E+04      1            21.12999999999999901 
 pp_0009               5.5500000000E+04      9.5500000000E+04      1            13.36999999999999922 
 pp_0010               6.5500000000E+04      9.5500000000E+04      1            10.16999999999999815 
 pp_0011               3.5500000000E+04      8.5500000000E+04      1            25.17000000000000526 
 pp_0012               4.5500000000E+04      8.5500000000E+04      1            19.44999999999999574 
 pp_0013               5.5500000000E+04      8.5500000000E+04      1            12.85999999999999766 
 pp_0014               6.5500000000E+04      8.5500000000E+04      1            14.41999999999999815 
 pp_0015               3.5500000000E+04      7.5500000000E+04      1            27.50000000000000000 
 pp_0016               4.5500000000E+04      7.5500000000E+04      1            18.12999999999999901 
 pp_0017               5.5500000000E+04      7.5500000000E+04      1            14.01000000000000156 
 pp_0018               2.5500000000E+04      6.5500000000E+04      1            19.84000000000000341 
 pp_0019               3.5500000000E+04      6.5500000000E+04      1            25.28000000000000114 
 pp_0020               4.5500000000E+04      6.5500000000E+04      1            28.58999999999999631 
 pp_0021               5.5500000000E+04      6.5500000000E+04      1            12.47000000000000242 
 pp_0022               2.5500000000E+04      5.5500000000E+04      1            13.33000000000000185 
 pp_0023               3.5500000000E+04      5.5500000000E+04      1            9.720009999999998485 
 pp_0024               4.5500000000E+04      5.5500000000E+04      1            12.09000000000000163 
 pp_0025               2.5500000000E+04      4.5500000000E+04      1            9.610010000000000829 
 pp_0026               3.5500000000E+04      4.5500000000E+04      1            7.730010000000000048 
 pp_0027               4.5500000000E+04      4.5500000000E+04      1            10.46999999999999886 
 pp_0028               3.5500000000E+04      3.5500000000E+04      1            9.800009999999998556 
 pp_0029               4.5500000000E+04      3.5500000000E+04      1            11.46000000000000263 
 pp_0030               2.5500000000E+04      2.5500000000E+04      1            16.08999999999999986 
 pp_0031               3.5500000000E+04      2.5500000000E+04      1            16.08999999999999986 
 pp_0032               1.5500000000E+04      1.5500000000E+04      1            18.57000000000000384 
 pp_0033               2.5500000000E+04      1.5500000000E+04      1            19.11000000000000298 
 pp_0034               3.5500000000E+04      1.5500000000E+04      1            17.54999999999999716 
 pp_0035               5.5000000000E+03      5.5000000000E+03      1            18.73999999999999844 
 pp_0036               1.5500000000E+04      5.5000000000E+03      1            18.52000000000000313 
