obsnme,obsval,weight,obgnme,oname,otype,usecol,time,i,j,totim
d009_ck_20000424,6.2000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20000516,5.6000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20000531,5.6000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20000612,5.4000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20000628,6.0000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20000718,6.7000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20000822,7.1000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20000915,6.4000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20001205,6.1000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20010108,6.8000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20010312,6.8000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20010430,5.2000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20010530,3.9000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_ck_20010821,5.4000000E-01,0.0000000E+00,d009_ck,,,,,,,
d009_cmg_19961119,2.8500000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970108,3.0200000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970130,3.5200000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970225,3.2000000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970325,2.7400000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970429,2.5600000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970514,1.6300000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970521,1.4300000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970529,1.7100000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970605,1.1500000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970611,1.4500000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970616,1.4000000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970626,1.2500000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970701,1.2900000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970715,1.3700000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970730,1.5800000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970812,1.9100000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19970925,1.9700000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19971022,2.1200000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19971125,2.7000000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19971223,3.1400000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980212,3.2800000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980316,3.1800000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980423,3.3000000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980506,2.1200000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980529,1.2800000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980602,1.1300000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980609,1.4700000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980624,1.2000000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980709,1.3600000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980722,1.7700000E+00,0.0000000E+00,d009_cmg,,,,,,,
d009_cmg_19980930,2.7600000E+00,0.0000000E+00,d009_cmg,,,,,,,
