parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,pname,inst,ptype,pstyle,i,j,x,y,zone,usecol,idx0,idx1,idx2
salt_k015,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k016,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k017,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k018,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k019,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k020,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k021,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k022,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k023,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k024,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k025,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k026,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k027,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k028,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k029,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k030,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k031,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k032,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k033,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k034,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k035,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k036,log,factor,2.00E+00,2.00E-02,2.00E+02,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg000,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg001,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg002,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg003,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg004,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg005,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg006,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg007,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg008,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg009,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg010,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg011,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg012,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg013,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg014,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg015,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg016,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg017,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg018,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg019,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg020,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg021,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg022,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg023,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg024,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg025,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg026,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg027,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg028,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg029,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg030,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg031,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg032,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg033,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg034,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg035,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg036,log,factor,1.60E+01,1.60E-01,1.60E+03,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na000,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na001,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na002,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na003,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na004,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na005,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na006,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na007,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na008,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na009,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na010,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na011,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na012,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na013,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na014,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na015,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na016,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na017,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na018,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na019,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na020,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na021,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na022,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na023,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na024,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na025,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na026,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na027,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na028,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na029,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na030,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na031,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na032,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na033,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na034,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na035,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na036,log,factor,1.65E+02,1.65E+00,1.65E+04,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4000,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4001,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4002,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4003,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4004,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4005,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4006,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4007,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4008,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4009,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4010,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4011,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4012,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4013,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4014,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4015,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4016,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4017,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4018,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4019,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4020,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4021,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4022,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4023,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4024,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4025,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4026,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4027,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4028,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4029,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4030,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4031,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4032,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4033,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4034,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4035,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4036,log,factor,2.40E+02,2.40E+00,2.40E+04,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
