parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,pname,inst,ptype,pstyle,i,j,x,y,zone,usecol,idx0,idx1,idx2
salt_hco3035,log,factor,2.4368000E+02,1.1000000E-10,4.1425600E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_hco3036,log,factor,2.1079000E+02,1.1000000E-10,3.5834300E+02,salt_hco30,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k000,log,factor,1.1500000E+00,1.1000000E-10,1.9550000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k001,log,factor,1.3200000E+00,1.1000000E-10,2.2440000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k002,log,factor,1.2200000E+00,1.1000000E-10,2.0740000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k003,log,factor,1.6500000E+00,1.1000000E-10,2.8050000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k004,log,factor,1.7200000E+00,1.1000000E-10,2.9240000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k005,log,factor,1.2200000E+00,1.1000000E-10,2.0740000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k006,log,factor,1.0300000E+00,1.1000000E-10,1.7510000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k007,log,factor,2.0300000E+00,1.1000000E-10,3.4510000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k008,log,factor,1.6100000E+00,1.1000000E-10,2.7370000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k009,log,factor,1.2400000E+00,1.1000000E-10,2.1080000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k010,log,factor,9.8000000E-01,1.1000000E-10,1.6660000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k011,log,factor,2.9100000E+00,1.1000000E-10,4.9470000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k012,log,factor,2.3400000E+00,1.1000000E-10,3.9780000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k013,log,factor,2.3300000E+00,1.1000000E-10,3.9610000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k014,log,factor,1.8700000E+00,1.1000000E-10,3.1790000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k015,log,factor,2.8100000E+00,1.1000000E-10,4.7770000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k016,log,factor,2.1100000E+00,1.1000000E-10,3.5870000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k017,log,factor,1.7000000E+00,1.1000000E-10,2.8900000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k018,log,factor,2.6100000E+00,1.1000000E-10,4.4370000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k019,log,factor,3.1800000E+00,1.1000000E-10,5.4060000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k020,log,factor,2.7000000E+00,1.1000000E-10,4.5900000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k021,log,factor,1.5800000E+00,1.1000000E-10,2.6860000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k022,log,factor,1.7500000E+00,1.1000000E-10,2.9750000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k023,log,factor,1.8800000E+00,1.1000000E-10,3.1960000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k024,log,factor,1.1100000E+00,1.1000000E-10,1.8870000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k025,log,factor,1.5300000E+00,1.1000000E-10,2.6010000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k026,log,factor,1.0700000E+00,1.1000000E-10,1.8190000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k027,log,factor,8.7000000E-01,1.1000000E-10,1.4790000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k028,log,factor,1.5200000E+00,1.1000000E-10,2.5840000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k029,log,factor,1.1500000E+00,1.1000000E-10,1.9550000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k030,log,factor,2.5200000E+00,1.1000000E-10,4.2840000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k031,log,factor,2.8700000E+00,1.1000000E-10,4.8790000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k032,log,factor,2.2900000E+00,1.1000000E-10,3.8930000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k033,log,factor,2.5500000E+00,1.1000000E-10,4.3350000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k034,log,factor,2.5700000E+00,1.1000000E-10,4.3690000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k035,log,factor,2.1800000E+00,1.1000000E-10,3.7060000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_k036,log,factor,2.3300000E+00,1.1000000E-10,3.9610000E+00,salt_k0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg000,log,factor,2.1400000E+01,1.1000000E-10,3.6380000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg001,log,factor,1.5430000E+01,1.1000000E-10,2.6231000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg002,log,factor,1.0850000E+01,1.1000000E-10,1.8445000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg003,log,factor,1.5620000E+01,1.1000000E-10,2.6554000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg004,log,factor,1.5390000E+01,1.1000000E-10,2.6163000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg005,log,factor,1.3960000E+01,1.1000000E-10,2.3732000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg006,log,factor,1.0690000E+01,1.1000000E-10,1.8173000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg007,log,factor,3.2220000E+01,1.1000000E-10,5.4774000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg008,log,factor,2.1130000E+01,1.1000000E-10,3.5921000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg009,log,factor,1.3370000E+01,1.1000000E-10,2.2729000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg010,log,factor,1.0170000E+01,1.1000000E-10,1.7289000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg011,log,factor,2.5170000E+01,1.1000000E-10,4.2789000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg012,log,factor,1.9450000E+01,1.1000000E-10,3.3065000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg013,log,factor,1.2860000E+01,1.1000000E-10,2.1862000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg014,log,factor,1.4420000E+01,1.1000000E-10,2.4514000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg015,log,factor,2.7500000E+01,1.1000000E-10,4.6750000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg016,log,factor,1.8130000E+01,1.1000000E-10,3.0821000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg017,log,factor,1.4010000E+01,1.1000000E-10,2.3817000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg018,log,factor,1.9840000E+01,1.1000000E-10,3.3728000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg019,log,factor,2.5280000E+01,1.1000000E-10,4.2976000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg020,log,factor,2.8590000E+01,1.1000000E-10,4.8603000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg021,log,factor,1.2470000E+01,1.1000000E-10,2.1199000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg022,log,factor,1.3330000E+01,1.1000000E-10,2.2661000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg023,log,factor,9.7200100E+00,1.1000000E-10,1.6524017E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg024,log,factor,1.2090000E+01,1.1000000E-10,2.0553000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg025,log,factor,9.6100100E+00,1.1000000E-10,1.6337017E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg026,log,factor,7.7300100E+00,1.1000000E-10,1.3141017E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg027,log,factor,1.0470000E+01,1.1000000E-10,1.7799000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg028,log,factor,9.8000100E+00,1.1000000E-10,1.6660017E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg029,log,factor,1.1460000E+01,1.1000000E-10,1.9482000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg030,log,factor,1.6090000E+01,1.1000000E-10,2.7353000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg031,log,factor,1.6090000E+01,1.1000000E-10,2.7353000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg032,log,factor,1.8570000E+01,1.1000000E-10,3.1569000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg033,log,factor,1.9110000E+01,1.1000000E-10,3.2487000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg034,log,factor,1.7550000E+01,1.1000000E-10,2.9835000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg035,log,factor,1.8740000E+01,1.1000000E-10,3.1858000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_mg036,log,factor,1.8520000E+01,1.1000000E-10,3.1484000E+01,salt_mg0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na000,log,factor,6.1800100E+00,1.1000000E-10,1.0506017E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na001,log,factor,6.9600100E+00,1.1000000E-10,1.1832017E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na002,log,factor,7.9300100E+00,1.1000000E-10,1.3481017E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na003,log,factor,7.7200100E+00,1.1000000E-10,1.3124017E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na004,log,factor,7.7600100E+00,1.1000000E-10,1.3192017E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na005,log,factor,6.5400100E+00,1.1000000E-10,1.1118017E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na006,log,factor,1.9360000E+01,1.1000000E-10,3.2912000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na007,log,factor,1.3647000E+02,1.1000000E-10,2.3199900E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na008,log,factor,5.7530100E+01,1.1000000E-10,9.7801170E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na009,log,factor,7.1200100E+00,1.1000000E-10,1.2104017E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na010,log,factor,2.6440000E+01,1.1000000E-10,4.4948000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na011,log,factor,1.3444000E+02,1.1000000E-10,2.2854800E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na012,log,factor,1.3142000E+02,1.1000000E-10,2.2341400E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na013,log,factor,4.6620000E+01,1.1000000E-10,7.9254000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na014,log,factor,4.5490000E+01,1.1000000E-10,7.7333000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na015,log,factor,1.8047000E+02,1.1000000E-10,3.0679900E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na016,log,factor,7.4040100E+01,1.1000000E-10,1.2586817E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na017,log,factor,4.9320000E+01,1.1000000E-10,8.3844000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na018,log,factor,2.5645000E+02,1.1000000E-10,4.3596500E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na019,log,factor,1.5002000E+02,1.1000000E-10,2.5503400E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na020,log,factor,1.6850000E+02,1.1000000E-10,2.8645000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na021,log,factor,4.4630000E+01,1.1000000E-10,7.5871000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na022,log,factor,2.3991000E+02,1.1000000E-10,4.0784700E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na023,log,factor,2.6799000E+02,1.1000000E-10,4.5558300E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na024,log,factor,3.9890000E+01,1.1000000E-10,6.7813000E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na025,log,factor,1.9629000E+02,1.1000000E-10,3.3369300E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na026,log,factor,1.4789000E+02,1.1000000E-10,2.5141300E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na027,log,factor,5.5590100E+01,1.1000000E-10,9.4503170E+01,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na028,log,factor,2.3880000E+02,1.1000000E-10,4.0596000E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na029,log,factor,1.7135000E+02,1.1000000E-10,2.9129500E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na030,log,factor,5.2167100E+02,1.1000000E-10,8.8684070E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na031,log,factor,9.1236100E+02,1.1000000E-10,1.5510137E+03,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na032,log,factor,2.0705000E+02,1.1000000E-10,3.5198500E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na033,log,factor,2.2596000E+02,1.1000000E-10,3.8413200E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na034,log,factor,3.9516000E+02,1.1000000E-10,6.7177200E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na035,log,factor,1.5038000E+02,1.1000000E-10,2.5564600E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_na036,log,factor,1.6941000E+02,1.1000000E-10,2.8799700E+02,salt_na0,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4000,log,factor,8.6181100E+02,1.1000000E-10,1.4650787E+03,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4001,log,factor,5.2308100E+02,1.1000000E-10,8.8923770E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4002,log,factor,4.3065000E+02,1.1000000E-10,7.3210500E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4003,log,factor,3.9747000E+02,1.1000000E-10,6.7569900E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4004,log,factor,4.0736000E+02,1.1000000E-10,6.9251200E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4005,log,factor,4.0833000E+02,1.1000000E-10,6.9416100E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4006,log,factor,3.8904000E+02,1.1000000E-10,6.6136800E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4007,log,factor,3.5908000E+02,1.1000000E-10,6.1043600E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4008,log,factor,4.0086000E+02,1.1000000E-10,6.8146200E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4009,log,factor,3.4469000E+02,1.1000000E-10,5.8597300E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4010,log,factor,3.4942000E+02,1.1000000E-10,5.9401400E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4011,log,factor,1.5587000E+02,1.1000000E-10,2.6497900E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4012,log,factor,1.3635000E+02,1.1000000E-10,2.3179500E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4013,log,factor,8.5540100E+01,1.1000000E-10,1.4541817E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4014,log,factor,1.9688000E+02,1.1000000E-10,3.3469600E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4015,log,factor,1.7276000E+02,1.1000000E-10,2.9369200E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4016,log,factor,9.5730100E+01,1.1000000E-10,1.6274117E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4017,log,factor,7.3960100E+01,1.1000000E-10,1.2573217E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4018,log,factor,1.2349000E+02,1.1000000E-10,2.0993300E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4019,log,factor,1.5232000E+02,1.1000000E-10,2.5894400E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4020,log,factor,1.6635000E+02,1.1000000E-10,2.8279500E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4021,log,factor,6.6440100E+01,1.1000000E-10,1.1294817E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4022,log,factor,9.1750100E+01,1.1000000E-10,1.5597517E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4023,log,factor,9.3700100E+01,1.1000000E-10,1.5929017E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4024,log,factor,7.6500100E+01,1.1000000E-10,1.3005017E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4025,log,factor,7.9310100E+01,1.1000000E-10,1.3482717E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4026,log,factor,8.3080100E+01,1.1000000E-10,1.4123617E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4027,log,factor,5.4090100E+01,1.1000000E-10,9.1953170E+01,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4028,log,factor,1.3054000E+02,1.1000000E-10,2.2191800E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4029,log,factor,1.1553000E+02,1.1000000E-10,1.9640100E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4030,log,factor,2.3501000E+02,1.1000000E-10,3.9951700E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4031,log,factor,1.8343000E+02,1.1000000E-10,3.1183100E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4032,log,factor,2.8662000E+02,1.1000000E-10,4.8725400E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4033,log,factor,2.2659000E+02,1.1000000E-10,3.8520300E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4034,log,factor,2.3969000E+02,1.1000000E-10,4.0747300E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4035,log,factor,3.4393000E+02,1.1000000E-10,5.8468100E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
salt_so4036,log,factor,3.7163000E+02,1.1000000E-10,6.3177100E+02,salt_so40,1.00E+00,0.00E+00,1,,,,,,,,,,,,,
