iteration,total_runs,obs_realization,par_realization,d009_cca,d009_ck,d009_cmg,d009_cna,d009_cso4,d009_lca,d009_lk,d009_lmg,d009_lna,d009_lso4,d012_cca,d012_ccl,d012_chco3,d012_ck,d012_cmg,d012_cna,d012_cso4,d012_lca,d012_lcl,d012_lhco3,d012_lk,d012_lmg,d012_lna,d012_lso4,d075_cca,d075_ccl,d075_cco,d075_chco3,d075_ck,d075_cmg,d075_cna,d075_cso4,d075_lca,d075_lcl,d075_lco,d075_lhco3,d075_lk,d075_lmg,d075_lna,d075_lso4,m009_lca,m009_lk,m009_lmg,m009_lna,m009_lso4,m012_lca,m012_lcl,m012_lhco3,m012_lk,m012_lmg,m012_lna,m012_lso4,m075_lca,m075_lcl,m075_lco,m075_lhco3,m075_lk,m075_lmg,m075_lna,m075_lso4,gw_098,gw_124,str_012,str_057,str_072,str_075
0,150,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,168351,99859.4,480256,185657,162632,132002,116149,239694,91065.8,290440,39702,97073,100550,97097.1,110719,117397,112097,94245,62355.3,109044,0,0,0,0,0,0
0,150,21,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103772,89510.5,20041.9,342024,455977,107178,183576,109848,180250,57369,93593,136874,106729,28091.7,104433,116598,103949,95905.5,98667.1,131856,0,0,0,0,0,0
0,150,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135418,105932,82223.2,223570,90366.5,105783,86496.6,79043.9,78247.8,107448,148937,82874.7,101629,141183,102938,125379,106647,99988.6,50581.4,109293,0,0,0,0,0,0
0,150,23,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126222,99371,29302.7,210172,50390.8,114168,119547,98686.8,167820,89493.2,185647,120556,100186,52949.6,104088,90280.3,99650.3,109982,282352,97375.9,0,0,0,0,0,0
0,150,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117615,108090,33837.7,284522,65960.1,100095,149851,69098.1,76796.2,18968.7,158034,29555,86904.2,138690,108264,90174.8,99385.8,112181,100357,92738.2,0,0,0,0,0,0
0,150,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48537.2,91266.9,73460.9,7508.88,38806.4,80817.9,139338,97497.9,168858,81548.4,76407.2,82688.9,90222.7,34897,100187,107252,101853,96285.6,108017,78198.4,0,0,0,0,0,0
0,150,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103964,104073,187044,52309.1,41456.9,114204,110164,62996.2,86197.1,184219,143011,23146.7,102820,253255,110978,124523,98447.5,92835.6,62865.7,106051,0,0,0,0,0,0
0,150,27,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38190.7,108070,74673.1,126780,63870,64712.9,14757.1,99115.7,75683.1,63301.1,104606,45266,98439.1,305425,113490,92503.2,96504.8,82417.9,91408.3,113387,0,0,0,0,0,0
0,150,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182497,100410,212779,143085,500864,106217,15475.5,63737.5,84159.3,215293,48479.2,295099,108546,40506.3,114460,115500,95683.4,92618.7,54446.1,82285.2,0,0,0,0,0,0
0,150,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75330.5,96524.4,103121,119641,80763.1,91548.2,176649,74595.1,172453,67816.5,139349,105810,93581.7,29677.4,125068,92632.4,97159,95798,118890,89410.7,0,0,0,0,0,0
0,150,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59724.2,113164,79390.3,17015.5,39520.6,86074.5,42862.2,131721,79194.5,88913,39937.9,18539,95618.5,29326.9,115229,94061.8,99087.8,88823.3,50151.9,80075,0,0,0,0,0,0
0,150,31,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167992,100582,88655.9,6670.03,200932,133406,29900.1,90397.4,93445.4,141052,21355.3,98278.8,94527.8,195686,129146,86925.1,99405.2,89371.1,132311,102513,0,0,0,0,0,0
0,150,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71691.8,113491,72409.4,199533,269040,112703,103311,117670,91444.7,98619.5,89334.2,168953,94514.3,160090,109346,87792.1,93577.1,96445.8,44168.7,86557,0,0,0,0,0,0
0,150,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55456.4,105868,44136.1,135836,47492.2,108077,79588.5,77649.7,85542.6,28706.5,61695.5,28631.2,60393,174423,104197,134473,102219,110347,132304,70656.6,0,0,0,0,0,0
0,150,34,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95997.9,94885.9,43517.4,71102.2,65617.9,85424.6,62118.2,80501.5,88683.2,135065,70643.7,107024,110708,60301.3,104469,108746,99869.2,84097,94888.9,104907,0,0,0,0,0,0
0,150,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273234,106555,361748,45622.3,42122.3,138714,86123.4,63498.1,78649.4,88985.2,9434.68,49734.9,104750,196730,105752,88053.1,89693.1,101579,296466,89355.6,0,0,0,0,0,0
0,150,36,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268387,103135,53420.5,130112,120436,150411,16274.2,64570,78031.7,56237,120099,97440.5,100589,122286,97565,135095,106347,41256.3,110465,69457.3,0,0,0,0,0,0
0,150,37,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58331.6,87757.5,17827.3,34971.8,267494,99832.6,80250.5,90728.7,98329.6,40049.3,38184.4,130463,86130.5,126568,105164,84027.7,108287,88607.9,105613,123132,0,0,0,0,0,0
0,150,38,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26606,93282.5,280059,95847,45378,57431.2,57423.8,128571,152025,276506,127178,99613.3,107767,171194,108082,91197.8,91688,66394,283713,79592,0,0,0,0,0,0
0,150,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29973.6,130897,45043.4,166784,33743.6,73035.7,131300,66805.4,84104.7,59172.5,36505.8,41411.8,89058.7,39092.1,104793,119294,102106,97388.6,210919,83385.7,0,0,0,0,0,0
0,150,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22532.5,117224,218715,181167,190145,61139.5,93124.5,103361,81530.2,186713,112682,138344,93489.2,32975.9,110363,103591,105503,77939.4,46602.9,71561.5,0,0,0,0,0,0
0,150,41,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114645,129859,127133,152676,63987.4,96600.2,58527.2,92593.7,82439.2,58341.4,152477,35267.1,60219.6,185761,109940,110873,102469,109171,47616.3,71404.1,0,0,0,0,0,0
0,150,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49493.4,105333,108935,47820,61783.3,70176.9,67752.4,83385.4,111406,125869,50247.2,69193.7,89865,156199,96854.9,93339,100177,89580.8,102696,83499.3,0,0,0,0,0,0
0,150,43,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42957.6,103625,215948,28420.5,87757.7,98817.5,79561.5,82499.3,76578.8,129755,57485.3,119244,89738.2,90240.2,101082,103404,98645.2,104721,272020,73115.9,0,0,0,0,0,0
0,150,44,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56228.9,96239.8,77150.3,6767.01,183911,80131.2,72489.8,69972.4,93034.9,97097.4,39705.2,123237,112995,75126.4,103890,101569,97407.2,108873,226252,107319,0,0,0,0,0,0
0,150,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64225.5,98915.5,95998.6,1804.15,37450.8,72645.4,48571.8,94608.6,85392.7,62545.1,4633.64,38742.1,102414,227356,104998,104682,103377,101936,82936.5,79531.8,0,0,0,0,0,0
0,150,46,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265967,102769,17424.2,318102,46141.5,143187,68794.2,86079.9,112141,18013.8,145584,10159.1,107894,39070.2,101330,93011.1,94881.2,104861,49075.1,117719,0,0,0,0,0,0
0,150,47,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263009,92655.2,293120,281272,42611.5,162184,68084.4,83409,111167,143146,72042.7,23084.1,75041.8,54909.3,104247,107048,99267.5,87631.5,247926,66331.3,0,0,0,0,0,0
0,150,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,218557,104960,41317.3,80184.3,36113.6,132805,96767.9,98335.8,88194.4,45980.3,50142.7,45924.8,84817.6,90173.2,105854,105886,107730,94587.7,126792,79944.9,0,0,0,0,0,0
0,150,49,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54590.3,121166,34138.3,131008,128234,108084,28395.5,61936.3,82340.6,69988,86519.7,175241,81070.9,77460.3,108625,116222,101820,94488.9,94677.7,64346.1,0,0,0,0,0,0
0,150,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66891.2,105917,29693.6,169043,171728,94773.1,58797.2,146361,83185.4,26469.5,45877,71978.8,95593.9,30148.7,105326,83350.4,89658.3,95136,130982,121811,0,0,0,0,0,0
0,150,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76311.6,102202,43199.1,220478,289742,114517,96079.2,93081.8,85060.5,87243.9,172967,198730,70219.6,62622.9,103600,101352,101064,103351,104524,60018,0,0,0,0,0,0
0,150,52,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188956,95842,48168.2,23087.5,35656.1,166529,34628.4,62931.7,81683.8,63556.2,30466,18149.4,90690,77981.6,105053,137035,99384.2,101917,61295.8,113595,0,0,0,0,0,0
0,150,53,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224714,98959.6,18708.5,103181,70716.7,165186,148921,92894.6,80540.2,115654,130204,112459,84228.2,40878.9,114195,84787.9,103275,89265,85517.4,99785.8,0,0,0,0,0,0
0,150,55,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82893.1,113850,197911,219731,45398.6,103440,23608.9,92954,79684.5,91767.9,147707,34240.2,79700.3,62747.1,98283.8,109721,106698,96543.9,118550,72819.2,0,0,0,0,0,0
0,150,56,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116059,97015.3,30823,96253.3,113724,122563,101984,61975.2,120433,57359.6,49443.7,106736,102483,125649,116570,118660,94162.1,97819.5,119207,99496.1,0,0,0,0,0,0
0,150,57,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42840,113590,72786.4,141081,42014,72870.5,94308.4,64344.3,74805.5,94956,29915.2,29518.4,97121.9,194556,108348,111009,103059,89197.5,81537.9,73046.8,0,0,0,0,0,0
0,150,58,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31003,100735,7821.13,46351.5,80997.4,64161.9,45294.3,72200.7,127870,8199.01,171594,107572,108154,51975.5,101661,79309.5,97781.7,100447,117765,78325.5,0,0,0,0,0,0
0,150,59,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95774.1,99543,92534.7,66155.4,49026.7,92880.9,142133,138800,104125,110226,25451.9,10917,102499,103635,98212,85913.8,93526.4,101152,106198,86489.6,0,0,0,0,0,0
0,150,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139059,101425,109391,56907.7,57951.6,155281,26591.8,121023,120071,182884,45839.2,73576.2,76878.8,96274.1,115628,104322,101145,98030.2,102772,90472.3,0,0,0,0,0,0
0,150,61,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139486,92205.4,226425,391081,371548,120995,70741.8,68966.9,192734,75141.9,59860.1,183823,90990.6,28240.6,103936,120589,87467.5,94483.3,140881,95863.1,0,0,0,0,0,0
0,150,62,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102987,93037.1,114621,53134,104574,106675,80069.6,116971,95430.3,40319.5,52507.2,123691,95934.1,133805,102299,91112.3,97103.4,93616.2,96333.4,97148.3,0,0,0,0,0,0
0,150,63,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71902.9,99881.5,105550,64273.7,104181,106409,243765,132048,137705,71496.2,139251,68239.5,88253.5,236482,121525,86701.6,88686.4,89462.7,416883,81274.3,0,0,0,0,0,0
0,150,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91772.1,97497.7,311848,252576,130413,96424.9,524.696,70241.8,85963.9,263044,167674,218553,98709.5,148497,103091,102673,97333.4,56446.5,253502,69837.6,0,0,0,0,0,0
0,150,65,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22157.9,93852.9,143465,16793.5,44781.5,66797.1,121250,72261.9,192311,220401,12885.6,8247.22,109593,148955,97710.5,105474,94284.8,80756,59624.1,114817,0,0,0,0,0,0
0,150,66,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74244.7,96654.7,31263,24973.7,50914,75333.7,66414.4,109854,111940,61548.4,13522.8,112010,118132,33881.7,105953,79804.4,101098,87202,106833,85968.4,0,0,0,0,0,0
0,150,67,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96574.2,113652,22172.8,78091.8,115194,100134,124562,85423.4,74669.3,60500.5,72710.6,151393,97478,30422.9,96763.3,125394,109296,102743,55206.1,88824.8,0,0,0,0,0,0
0,150,68,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165099,92723.4,171811,307149,254118,120563,29137.6,97357.2,137649,70037.2,96910.4,73687,88229.7,379075,104414,68214.2,84502.5,87523.2,142440,115868,0,0,0,0,0,0
0,150,69,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22663.2,96537,54599.5,46489.6,64279.2,71776.2,145372,95233.5,157758,43888.6,118114,45471.6,98869.2,43211.2,102637,91270.7,98221,106267,152056,96152.2,0,0,0,0,0,0
0,150,70,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64437.3,99392.2,108804,79578.8,172605,61827.2,46019,103969,76423.2,104022,79342.2,143922,125607,37351.8,107754,118495,99530,68157,176467,82388.2,0,0,0,0,0,0
0,150,71,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110792,90555,67406,189323,88909.2,130434,118987,92409.6,98200.1,80146,72274.4,73468,87301.9,61978.3,117818,121091,105132,102425,111649,86452.5,0,0,0,0,0,0
0,150,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85111.8,100360,137572,22889.5,39782.3,112587,43402.1,63477,71656,125182,76260.6,23253.8,93704.7,74904,132672,92842.5,109670,96810.2,115120,109433,0,0,0,0,0,0
0,150,74,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97772.4,106395,43063.4,29060.9,32337.6,117444,60105.1,94899.5,80798.3,50108.2,76456.2,138605,100540,32999.2,101267,103960,97320.6,101533,187698,91134.9,0,0,0,0,0,0
