pp_0000	6.55000000E+04	1.25500000E+05	1	4.842570E-01
pp_0001	5.55000000E+04	1.15500000E+05	1	6.116490E-01
pp_0002	6.55000000E+04	1.15500000E+05	1	3.698360E-01
pp_0003	3.55000000E+04	1.05500000E+05	1	1.492020E+00
pp_0004	4.55000000E+04	1.05500000E+05	1	6.968430E-01
pp_0005	5.55000000E+04	1.05500000E+05	1	3.245820E-01
pp_0006	6.55000000E+04	1.05500000E+05	1	4.878330E-01
pp_0007	3.55000000E+04	9.55000000E+04	1	6.409590E-01
pp_0008	4.55000000E+04	9.55000000E+04	1	3.158060E+00
pp_0009	5.55000000E+04	9.55000000E+04	1	2.696820E+00
pp_0010	6.55000000E+04	9.55000000E+04	1	8.372010E+00
pp_0011	3.55000000E+04	8.55000000E+04	1	1.699270E-01
pp_0012	4.55000000E+04	8.55000000E+04	1	1.813960E+00
pp_0013	5.55000000E+04	8.55000000E+04	1	6.012820E+00
pp_0014	6.55000000E+04	8.55000000E+04	1	4.994870E-01
pp_0015	3.55000000E+04	7.55000000E+04	1	2.118770E+00
pp_0016	4.55000000E+04	7.55000000E+04	1	7.364310E-01
pp_0017	5.55000000E+04	7.55000000E+04	1	2.197370E+00
pp_0018	2.55000000E+04	6.55000000E+04	1	8.353380E-01
pp_0019	3.55000000E+04	6.55000000E+04	1	9.409320E-01
pp_0020	4.55000000E+04	6.55000000E+04	1	4.941460E-01
pp_0021	5.55000000E+04	6.55000000E+04	1	1.279290E+00
pp_0022	2.55000000E+04	5.55000000E+04	1	4.833710E-01
pp_0023	3.55000000E+04	5.55000000E+04	1	1.139570E+00
pp_0024	4.55000000E+04	5.55000000E+04	1	8.012645E-02
pp_0025	2.55000000E+04	4.55000000E+04	1	4.547020E-01
pp_0026	3.55000000E+04	4.55000000E+04	1	1.410560E+00
pp_0027	4.55000000E+04	4.55000000E+04	1	1.381720E+00
pp_0028	3.55000000E+04	3.55000000E+04	1	2.438250E+00
pp_0029	4.55000000E+04	3.55000000E+04	1	2.534450E+00
pp_0030	2.55000000E+04	2.55000000E+04	1	2.887600E-01
pp_0031	3.55000000E+04	2.55000000E+04	1	9.201310E-01
pp_0032	1.55000000E+04	1.55000000E+04	1	2.950520E+00
pp_0033	2.55000000E+04	1.55000000E+04	1	2.623200E-01
pp_0034	3.55000000E+04	1.55000000E+04	1	1.959360E+00
pp_0035	5.50000000E+03	5.50000000E+03	1	4.658050E+00
pp_0036	1.55000000E+04	5.50000000E+03	1	2.613110E-01
