name,obs_mean,obs_std,obs_min,obs_max,obs_stat_min,obs_stat_max,sim_mean,sim_std,sim_min,sim_max,sim_stat_min,sim_stat_max,distance
M009_LMG_199611,7.19974,1.01731,4.33593,10.1225,8.21705,6.18243,342.887,405.368,21.3538,3579.71,748.254,-62.4813,11.2313
M009_LMG_199701,5.08575,0.948072,2.13527,7.74086,6.03382,4.13767,357.502,416.291,23.7382,3636.79,773.793,-58.7885,15.9973
M009_LMG_199702,5.80407,0.991358,3.29242,8.37051,6.79542,4.81271,359.392,419.141,23.5499,3647.14,778.533,-59.7484,15.1794
M009_LMG_199703,7.21651,0.99272,3.9549,9.79525,8.20923,6.22379,360.194,421.541,22.5785,3654.42,781.735,-61.3468,12.7832
M009_LMG_199704,8.65328,0.992195,5.78911,11.1984,9.64548,7.66109,363.587,422.981,22.996,3662.06,786.568,-59.3944,11.7977
M009_LMG_199705,30.0614,0.981335,27.2191,32.6307,31.0428,29.0801,1445.35,1645.7,104.151,14319.2,3091.05,-200.354,71.5202
M009_LMG_199706,60.045,0.98099,57.6172,62.9914,61.026,59.064,1728.4,2035.42,119.317,18020.8,3763.81,-307.02,56.3254
M009_LMG_199708,20.0152,1.01858,17.5676,23.3233,21.0338,18.9966,502.169,573.783,29.9844,4712.69,1075.95,-71.6142,6.66112
M009_LMG_199709,18.9911,1.03004,16.6181,21.6963,20.0211,17.961,492.685,565.237,28.9473,4669.07,1057.92,-72.552,7.25106
M009_LMG_199710,14.4705,0.964108,11.984,17.1877,15.4346,13.5064,662.502,722.258,49.5133,5941.6,1384.76,-59.7564,32.3256
M009_LMG_199711,7.04017,0.958427,4.5507,9.47642,7.9986,6.08174,484.642,557.033,28.6622,4587.75,1041.68,-72.3907,19.1858
M009_LMG_199803,5.77204,1.02254,2.79836,8.72509,6.79458,4.74949,469.859,543.034,28.1178,4483.93,1012.89,-73.1743,19.3927
M009_LMG_199804,6.77486,1.02106,3.37178,9.39173,7.79592,5.7538,467.109,540.266,27.9845,4461.41,1007.37,-73.157,18.5928
M009_LMG_199805,23.0023,0.999716,20.5503,26.1797,24.002,22.0025,1030.61,1159.26,77.1221,9609.02,2189.87,-128.646,50.9423
M009_LMG_199806,39.9503,0.931929,36.9002,42.2625,40.8823,39.0184,1299.2,1571.35,73.7256,13771,2870.55,-272.158,31.4631
M009_LMG_199807,19.0917,1.06763,15.935,21.7535,20.1594,18.0241,549.471,633.507,34.0791,5077.3,1182.98,-84.0361,12.3256
M009_LMG_199808,8.8695,0.977545,5.92741,11.4234,9.84705,7.89196,540.791,625.204,30.5891,5055.9,1166,-84.4127,19.1657
M009_LMG_199809,6.17578,0.989178,3.20729,9.17424,7.16495,5.1866,531.094,616.368,29.2535,4983.47,1147.46,-85.2742,20.0793
M009_LMG_199810,7.56076,0.970607,4.70191,10.1272,8.53137,6.59016,530.492,611.762,30.645,4953.68,1142.25,-81.2702,20.5178
M009_LMG_199811,7.41401,0.965171,4.96154,10.2378,8.37918,6.44884,521.486,603.74,29.8409,4895.18,1125.23,-82.2534,19.6031
M009_LMG_199902,5.66185,1.03579,2.22234,8.63683,6.69764,4.62606,517.033,596.119,31.6315,4846.58,1113.15,-79.0858,22.9947
M009_LMG_199904,7.58602,0.940862,4.53924,10.0313,8.52689,6.64516,506.958,589.787,28.8075,4785.79,1096.75,-82.829,18.7762
M009_LMG_199906,28.1072,0.931527,25.3482,30.4278,29.0387,27.1756,2781.42,3181.84,189.392,26345.5,5963.27,-400.418,158.964
M009_LMG_199908,18.9791,1.06754,15.8919,22.2926,20.0467,17.9116,685.7,781.562,40.8559,6081.76,1467.26,-95.8623,18.5632
M009_LMG_199910,10.4376,0.98661,7.70926,13.1504,11.4243,9.45103,637.296,741.792,35.0889,5764.09,1379.09,-104.497,21.9385
M009_LMG_199911,5.95043,1.03993,3.2152,8.60731,6.99037,4.9105,634.401,738.864,33.4088,5758.69,1373.26,-104.462,24.8015
M009_LMG_200003,5.78137,0.933814,3.6067,8.28544,6.71518,4.84756,636.632,733.868,37.166,5739.49,1370.5,-97.2367,28.8806
M009_LMG_200004,11.486,0.965415,8.77008,14.3218,12.4514,10.5205,626.497,729.291,35.048,5694.64,1355.79,-102.794,20.7263
M009_LMG_200005,35.9975,0.950476,32.9099,38.6928,36.948,35.047,2035.86,2336.55,151.045,17920.9,4372.41,-300.688,112.352
M009_LMG_200006,18.0067,1.02347,15.3912,21.3018,19.0302,16.9832,762.969,881.005,38.1222,6560.18,1643.97,-118.036,16.8203
M009_LMG_200007,10.1407,0.966339,6.84263,12.5121,11.107,9.17436,714.171,827.399,41.2638,6215.9,1541.57,-113.228,28.7516
M009_LMG_200008,9.13548,0.947381,6.36763,11.9501,10.0829,8.1881,719.199,829.381,39.3781,6263.48,1548.58,-110.182,27.428
M009_LMG_200009,10.5369,1.03788,7.89695,13.5171,11.5748,9.49904,727.904,838.802,41.4286,6330.71,1566.71,-110.899,27.9115
M009_LMG_200011,7.59332,0.99928,4.46612,9.97962,8.5926,6.59404,719.33,828.146,39.9059,6216.46,1547.48,-108.816,29.9263
M009_LMG_200012,6.1209,0.974565,2.87675,9.1117,7.09547,5.14634,718.611,827.993,40.8145,6211.48,1546.6,-109.382,31.7028
M009_LMG_200101,5.87475,0.950499,2.92485,8.64123,6.82525,4.92425,717.725,828.151,40.1399,6203.02,1545.88,-110.426,31.4986
M009_LMG_200103,5.65256,1.04724,2.38088,8.79003,6.6998,4.60532,716.197,824.101,43.7431,6176.18,1540.3,-107.904,34.953
M009_LMG_200104,17.9711,0.967452,15.4456,20.2018,18.9385,17.0036,708.188,819.057,41.1979,6129.05,1527.25,-110.869,20.9961
M009_LMG_200105,41.054,1.03457,37.9679,43.3599,42.0886,40.0194,2189.74,2535.74,107.799,18921.2,4725.48,-345.996,64.4387
M009_LMG_200107,14.1641,1.06062,11.2927,16.7159,15.2247,13.1035,1001.56,1152.89,49.5909,7995.75,2154.45,-151.334,32.875
M009_LMG_200108,12.5457,0.944817,9.95617,14.8605,13.4905,11.6008,1001.12,1144.67,52.7514,7926.94,2145.79,-143.552,37.8909
M009_LMG_200109,7.34546,0.999241,4.31504,9.82292,8.3447,6.34622,973.85,1121.34,48.9298,7737.56,2095.19,-147.486,39.1069
M009_LMG_200111,5.83541,0.98025,2.98597,9.02764,6.81566,4.85516,952.511,1096.74,48.5781,7587.79,2049.26,-144.234,39.5505
M009_LMG_200204,10.6395,0.981943,7.69224,13.2542,11.6214,9.65756,905.099,1048.43,51.6399,7321.17,1953.53,-143.333,38.3858
M009_LMG_200205,16.1274,0.969061,13.443,18.9769,17.0965,15.1583,1454.64,1668.21,99.6914,12674.1,3122.85,-213.563,80.7144
M009_LMG_200206,7.09281,0.950987,4.70801,10.2338,8.04379,6.14182,943.727,1102.77,47.712,7890.24,2046.5,-159.042,37.4782
M009_LMG_200207,5.76814,1.01849,2.274,8.46444,6.78663,4.74965,902.943,1047.59,46.0833,7353.43,1950.54,-144.65,37.6189
M009_LMG_200209,7.2875,1.07313,4.26142,10.5934,8.36062,6.21437,898.27,1040.11,46.3853,7315.91,1938.38,-141.837,35.7919
M009_LMG_200212,5.80114,0.968437,2.89335,8.45563,6.76957,4.8327,868.471,1002.89,46.5856,7045.63,1871.37,-134.424,38.1299
M009_LMG_200304,5.74352,0.990087,2.83134,8.62465,6.7336,4.75343,823.771,959.962,44.2347,6804.93,1783.73,-136.191,35.6101
M009_LMG_200307,12.5881,0.990587,9.9265,15.5042,13.5787,11.5975,979.265,1132.89,47.7845,7683.91,2112.15,-153.623,32.2804
M009_LMG_200308,14.116,0.982355,11.5543,16.4586,15.0984,13.1337,981.754,1128.9,49.9688,7711.19,2110.66,-147.149,33.5102
M009_LMG_200310,6.07581,1.00683,3.29991,9.14931,7.08264,5.06898,937.18,1092.02,45.1563,7480.9,2029.2,-154.838,36.0069
M009_LMG_200403,5.6552,0.946148,3.2779,8.89794,6.60135,4.70905,887.924,1030.55,47.7776,7144.97,1918.48,-142.63,38.8796
M009_LMG_200404,9.44227,1.00175,6.7828,12.6101,10.444,8.44052,872.071,1016.51,48.2001,7058.65,1888.58,-144.441,35.59
M009_LMG_200405,26.0399,1.00915,23.3143,28.5542,27.049,25.0307,2452.56,2786.83,147.818,18998.6,5239.39,-334.271,119.263
M009_LNA_199201,5.57688,1.01398,2.92606,8.64774,6.59086,4.5629,284.655,278.534,12.8178,1649.42,563.189,6.12096,4.1701
M009_LNA_199203,6.2532,0.965913,3.34237,8.8835,7.21912,5.28729,276.131,274.273,11.1894,1580.35,550.405,1.85799,2.3059
M009_LNA_199205,28.963,0.924007,25.9215,32.3838,29.887,28.039,2068.14,1900.24,102.629,10880.6,3968.38,167.905,70.2453
M009_LNA_199206,28.0845,0.970574,24.8371,31.0286,29.0551,27.1139,1609.01,1457.02,80.548,8189.86,3066.03,151.989,49.5194
M009_LNA_199209,10.5069,0.951169,8.04801,13.6379,11.4581,9.55574,501.18,479.327,21.6898,3397.99,980.507,21.8527,8.0519
M009_LNA_199210,7.79721,0.995587,4.93895,10.3505,8.7928,6.80162,405.703,386.494,13.5434,1815.22,792.198,19.2087,3.19294
M009_LNA_199212,6.3878,1.05659,3.15018,9.21779,7.4444,5.33121,441.82,394.594,17.0811,1754.66,836.414,47.2265,7.86332
M009_LNA_199303,5.80298,1.05351,2.26362,8.66829,6.85649,4.74947,417.704,379.302,24.4289,2052.63,797.006,38.4021,15.7606
M009_LNA_199304,7.6166,0.952081,5.18823,10.7573,8.56869,6.66452,385.862,355.183,17.3093,1700.21,741.045,30.6794,6.55206
M009_LNA_199305,47.0337,1.05862,43.7478,49.8679,48.0923,45.975,2232.04,1998.85,118.475,9867.08,4230.89,233.191,68.6066
M009_LNA_199306,81.1141,1.0133,78.1738,83.6051,82.1274,80.1008,2553.57,2288.76,128.015,11426.4,4842.33,264.805,44.4098
M009_LNA_199310,8.76317,1.08547,6.04271,11.5822,9.84864,7.6777,607.711,563.497,22.2511,2816.8,1171.21,44.2137,10.6689
M009_LNA_199410,13.7053,1.02714,10.9952,16.6182,14.7324,12.6781,917.834,878.088,28.9208,4453.81,1795.92,39.7462,12.3026
M009_LNA_199412,11.4756,1.05994,8.53776,14.8187,12.5355,10.4156,921.34,869.736,32.0602,4222.81,1791.08,51.6036,17.2414
M009_LNA_199501,8.98332,0.96044,6.52793,11.6885,9.94376,8.02288,939.261,868.343,38.3946,4408.75,1807.6,70.918,26.706
M009_LNA_199504,10.0179,0.999179,7.26145,12.8821,11.0171,9.01874,932.943,884.635,31.8692,4453.14,1817.58,48.3077,18.987
M009_LNA_199506,111.944,1.02687,109.375,114.836,112.971,110.917,9375.7,8609.86,459.154,42541.8,17985.6,765.841,344.318
M009_LNA_199507,88.9906,1.00667,85.8943,91.4336,89.9973,87.9839,2702.68,2698.29,114.947,14663.2,5400.97,4.39319,23.5132
M009_LNA_199509,15.5854,1.02676,12.3292,18.2962,16.6122,14.5587,1400.51,1407.8,55.1312,7259.77,2808.31,-7.29001,36.835
M009_LNA_199510,10.138,1.07601,7.39364,13.0988,11.214,9.06197,1427.13,1430.46,54.4763,7151.37,2857.59,-3.33261,41.3775
M009_LNA_199511,7.09893,1.02291,4.25303,9.96461,8.12184,6.07602,1527.24,1518.95,54.4735,7347.92,3046.19,8.28607,44.5089
M009_LNA_199604,9.61877,0.946927,6.38052,13.0079,10.5657,8.67184,2478.76,2636.96,92.9174,15904.5,5115.71,-158.201,79.9094
M009_LNA_199605,55.9497,0.982199,52.7644,59.1405,56.9319,54.9675,9188.09,9651.78,353.905,60029.9,18839.9,-463.691,294.764
M009_LNA_199608,11.8149,1.03687,8.64073,15.0021,12.8518,10.7781,3238.2,3310.56,121.423,19198.6,6548.76,-72.364,106.421
M009_LNA_199610,19.633,1.05585,16.0007,22.6438,20.6888,18.5771,6342.82,6195.99,281.724,35673.9,12538.8,146.831,259.08
M009_LNA_199611,10.4272,1.03964,7.55126,13.7097,11.4668,9.38751,3454.23,3487.24,133.35,20239,6941.47,-33.0149,119.64
M009_LNA_199701,7.4995,0.957566,5.27197,10.4041,8.45707,6.54194,3594.93,3585.88,146.26,20563.4,7180.81,9.05183,135.856
M009_LNA_199702,5.57646,1.02849,3.00577,8.28156,6.60495,4.54797,3614.19,3610.76,147.559,20636.1,7224.95,3.43637,139.278
M009_LNA_199703,9.35892,1.01536,6.62128,12.6889,10.3743,8.34355,3623.17,3631.26,145.978,20673.4,7254.43,-8.08999,133.289
M009_LNA_199704,11.1461,0.976283,8.78441,13.5283,12.1224,10.1698,3654.32,3648.42,147.957,20758.2,7302.75,5.89996,134.429
M009_LNA_199705,31.9059,0.980438,29.1129,34.4985,32.8864,30.9255,14891.2,14451,693.529,82121.2,29342.2,440.198,659.031
M009_LNA_199706,52.0302,0.976417,49.3306,55.2545,53.0066,51.0538,17419.6,17498.7,735.614,101335,34918.3,-79.1296,680.36
M009_LNA_199707,30.954,0.990167,28.3886,33.4375,31.9441,29.9638,5182.11,5208.03,201.68,28889.5,10390.1,-25.9182,168.242
M009_LNA_199708,21.9042,0.991924,19.4208,25.0788,22.8962,20.9123,5056.96,5062.57,201.125,28237,10119.5,-5.60836,176.046
M009_LNA_199709,28.7342,1.02708,26.1958,31.6296,29.7613,27.7071,4956.54,4975.62,196.517,27650.4,9932.17,-19.0799,164.888
M009_LNA_199710,23.4343,0.996878,20.1835,27.2032,24.4311,22.4374,6953.75,6599.68,337.424,35792.6,13553.4,354.07,310.221
M009_LNA_199711,11.2367,0.888326,9.02313,13.7222,12.125,10.3484,4884.07,4898.33,197.854,27183.7,9782.4,-14.2632,184.132
M009_LNA_199803,5.96779,1.0568,2.59036,8.4621,7.02459,4.91099,4733.51,4786.4,194.001,26746.3,9519.91,-52.8878,185.539
M009_LNA_199804,8.79508,1.03328,5.8091,12.1953,9.82837,7.7618,4707.82,4762.99,193.628,26633.7,9470.81,-55.1765,181.433
M009_LNA_199805,24.0066,0.982883,21.4481,27.0088,24.9895,23.0237,10623.9,10331.9,506.738,57179.2,20955.8,291.986,479.729
M009_LNA_199806,34.9873,0.997968,31.9888,38.2619,35.9853,33.9894,12959.6,13509.6,517.036,78761.9,26469.2,-550.051,478.775
M009_LNA_199807,19.3523,0.977276,16.2785,22.2063,20.3296,18.375,5537.4,5629.81,222.096,31104.9,11167.2,-92.4014,199.89
M009_LNA_199808,12.1907,0.966557,9.37884,15.9127,13.1572,11.2241,5455.82,5549.92,223.484,30888,11005.7,-94.1038,207.571
M009_LNA_199809,8.78751,0.989077,6.17049,11.5541,9.77659,7.79843,5366.87,5483.56,215.905,30487.3,10850.4,-116.689,204.351
M009_LNA_199810,9.76727,0.988842,6.95346,12.9032,10.7561,8.77843,5354.47,5434.71,218.549,30222.5,10789.2,-80.2473,205.646
M009_LNA_199811,10.8072,0.974376,8.00609,13.4316,11.7816,9.83287,5264.3,5368.43,214.239,29828.6,10632.7,-104.132,200.808
M009_LNA_199902,6.61213,1.04028,3.84661,9.54211,7.6524,5.57185,5217.31,5298.13,220.561,29479.2,10515.4,-80.828,211.019
M009_LNA_199904,9.71381,1.00539,6.50518,12.7608,10.7192,8.70841,5123.2,5241.24,212.06,29152.9,10364.4,-118.032,199.299
M009_LNA_199906,24.9936,1.03127,22.2075,27.885,26.0249,23.9623,28276.4,28326.7,1258.24,157879,56603.1,-50.2591,1230.35
M009_LNA_199908,20.6983,1.00087,17.7733,24.0719,21.6992,19.6975,6944.65,7085.63,288.347,38423,14030.3,-140.98,264.275
M009_LNA_199910,12.8315,0.995645,10.1824,15.6978,13.8272,11.8359,6445.09,6682.27,260.527,36585.6,13127.4,-237.181,244.829
M009_LNA_199911,7.79432,0.994167,4.97692,10.6313,8.78848,6.80015,6413.91,6649.96,260.511,36400.4,13063.9,-236.045,249.88
M009_LNA_200003,6.04488,0.928516,3.08453,8.70349,6.97339,5.11636,6431.84,6602.26,274.314,36127.6,13034.1,-170.415,265.611
M009_LNA_200004,14.9828,0.986092,12.4632,19.6855,15.9689,13.9967,6338.14,6555.98,266.883,35783.7,12894.1,-217.844,247.197
M009_LNA_200005,35.0316,0.989002,32.092,37.4643,36.0206,34.0426,20956.7,21491.5,944.647,115818,42448.2,-534.86,907.183
M009_LNA_200006,18.2432,1.05519,15.4857,21.09,19.2984,17.188,7710.54,8014.08,317.086,43199.1,15724.6,-303.542,295.996
M009_LNA_200007,14.9956,1.03183,12.5793,18.3084,16.0274,13.9637,7227.98,7503.92,298.834,40729.1,14731.9,-275.942,280.526
M009_LNA_200008,12.9317,0.970914,9.81887,15.2929,13.9026,11.9608,7265.27,7512.53,307.265,40416.1,14777.8,-247.261,291.972
M009_LNA_200009,12.5302,1.02422,9.2777,15.1934,13.5544,11.506,7374.02,7608.11,320.168,41630.3,14982.1,-234.093,304.974
M009_LNA_200011,11.0773,1.0352,8.15477,14.8084,12.1125,10.0421,7276.54,7529.68,311.204,40807.9,14806.2,-253.144,296.396
M009_LNA_200012,8.53946,0.951667,5.93402,11.206,9.49113,7.58779,7273.98,7530.41,311.759,40752,14804.4,-256.422,300.553
M009_LNA_200101,8.37108,1.01222,5.56271,11.1351,9.3833,7.35886,7262.73,7513.97,313.687,40700.3,14776.7,-251.236,302.552
M009_LNA_200103,5.71457,0.987963,2.53912,8.48609,6.70254,4.72661,7249.11,7486.02,320.817,40556.8,14735.1,-236.907,312.33
M009_LNA_200104,25.3289,0.945917,22.0964,28.0693,26.2748,24.3829,7173.89,7445.68,314.017,40259,14619.6,-271.787,285.947
M009_LNA_200105,37.13,1.04875,34.8028,39.6878,38.1787,36.0812,21599.6,22172.9,911.502,120597,43772.5,-573.27,871.814
M009_LNA_200107,17.0759,1.06932,14.0245,19.594,18.1452,16.0066,10008.2,10374,447.267,54411.1,20382.1,-365.816,427.673
M009_LNA_200108,14.9901,0.975587,12.6935,17.9864,15.9656,14.0145,10024.4,10342.9,452.438,54369.2,20367.3,-318.524,434.451
M009_LNA_200109,10.9294,0.949168,7.70635,13.0116,11.8786,9.98026,9769.8,10146.1,436.805,53039.4,19915.9,-376.34,423.793
M009_LNA_200111,7.07246,1.03393,3.95018,10.8038,8.10639,6.03853,9564.34,9954.46,427.444,52163.3,19518.8,-390.123,416.641
M009_LNA_200204,14.4592,0.964308,11.8397,17.5771,15.4235,13.4949,9108.5,9508.76,427.959,50106.1,18617.3,-400.256,410.382
M009_LNA_200205,17.8115,0.924859,15.2263,20.7245,18.7364,16.8867,15171.3,15593.1,747.172,82128.5,30764.4,-421.77,726.447
M009_LNA_200206,13.1668,1.04265,9.70044,16.5923,14.2095,12.1242,9530.89,10041.2,424.121,53180.3,19572.1,-510.32,407.529
M009_LNA_200207,11.3355,1.08091,8.03155,15.2102,12.4164,10.2546,9120.38,9562.31,411.083,50559.1,18682.7,-441.926,395.872
M009_LNA_200209,9.75244,1.02827,6.64023,12.666,10.7807,8.72417,9079.52,9461.59,413.922,49882.4,18541.1,-382.078,401.256
M009_LNA_200212,7.5592,0.962951,4.68062,10.4912,8.52215,6.59625,8770.93,9165.31,438.12,49094.2,17936.2,-394.386,427.629
M009_LNA_200304,7.13485,0.988585,4.66757,9.4853,8.12343,6.14626,8346.27,8777.55,404.642,46459.6,17123.8,-431.281,395.156
M009_LNA_200307,16.5053,0.99438,14.1419,19.3323,17.4997,15.5109,9890.38,10412.1,451.439,55221.4,20302.5,-521.754,432.107
M009_LNA_200308,16.1306,0.98751,13.0962,18.5598,17.1181,15.1431,9926.21,10402.9,457.693,55225.6,20329.1,-476.73,439.133
M009_LNA_200310,7.94433,1.00545,4.96445,10.7207,8.94978,6.93888,9487.09,10039.9,439.676,53509.1,19527,-552.81,428.955
M009_LNA_200403,6.03041,1.01735,3.0098,8.63356,7.04776,5.01306,9001.81,9488.03,426.541,50548.4,18489.8,-486.217,417.908
M009_LNA_200404,12.5571,0.932007,10.2165,14.8425,13.4891,11.625,8849.96,9367.52,408.038,49853.7,18217.5,-517.559,393.195
M009_LNA_200405,32.984,0.996562,30.2158,35.7797,33.9806,31.9874,24828.5,25889.5,1275.58,136574,50718,-1061.07,1239.8
M009_LSO4_199906,1432.96,0.950647,1430.32,1435.83,1433.91,1432.01,30486.4,38868,2129.42,318807,69354.4,-8381.67,693.585
M012_LCA_199203,359.913,1.04269,356.075,362.979,360.955,358.87,1928.2,1489.49,482.217,10250.4,3417.69,438.706,119.238
M012_LCA_199204,470.944,1.00319,468.291,473.82,471.947,469.94,2716.53,1504.4,1238.11,10710.3,4220.93,1212.13,764.292
M012_LCA_199205,804.033,0.981066,801.806,806.64,805.015,803.052,5468.74,3591.94,1642.96,26401.9,9060.68,1876.8,836.315
M012_LCA_199206,852.003,0.952876,848.304,854.634,852.956,851.051,5861.96,2855.79,2864.87,21295.4,8717.75,3006.18,2010.24
M012_LCA_199207,546.024,1.00594,543.202,550.348,547.03,545.019,2934.21,1674.23,968.022,11378.4,4608.44,1259.98,417.674
M012_LCA_199209,392.959,0.986984,389.943,395.391,393.946,391.972,2738.45,1806.12,720.161,11804.9,4544.57,932.331,324.769
M012_LCA_199210,325.061,0.989423,322.404,327.763,326.05,324.071,4097.68,1658.09,2205.69,12457.2,5755.77,2439.59,1877.93
M012_LCA_199304,354.004,1.04934,350.335,356.763,355.054,352.955,2888.21,2134.96,603.606,13900.6,5023.18,753.249,246.842
M012_LCA_199305,912.909,0.961417,910.62,915.411,913.87,911.947,7299.75,3835.85,2960.69,26438.8,11135.6,3463.9,2045.28
M012_LCA_199306,1408.02,1.03266,1405.42,1412.2,1409.05,1406.99,11209.7,4227.44,6324.8,32254.7,15437.1,6982.24,4912.6
M012_LCA_199307,605.085,0.981788,602.107,607.73,606.067,604.104,3497.18,2257.93,937.307,16298.4,5755.11,1239.25,329.577
M012_LCA_199310,318.102,1.04381,315.31,320.975,319.145,317.058,9963.19,2216.55,7482.7,22437.5,12179.7,7746.64,7161.73
M012_LCA_199311,324.035,1.03148,321.126,327.382,325.066,323.003,3176.46,2199.63,711.051,15623.4,5376.1,976.829,383.669
M012_LCA_199405,502.941,1.0242,499.925,506.894,503.965,501.916,7672.15,4401.44,2505.98,31566.3,12073.6,3270.72,1999.09
M012_LCA_199406,1049.95,0.997411,1047.63,1053.75,1050.95,1048.95,6804.78,3630.58,2764.71,27971.1,10435.4,3174.2,1710.96
M012_LCA_199407,470.976,0.971077,467.344,473.883,471.947,470.005,4801.27,3391.87,1119.8,23429.2,8193.14,1409.4,645.922
M012_LCA_199410,429.971,0.960719,427.652,432.882,430.932,429.01,11490.9,3419.23,7700.47,29929.1,14910.1,8071.64,7267.59
M012_LCA_199411,343.915,0.945664,341.45,346.447,344.86,342.969,4572.46,3422.84,813.722,22826.9,7995.3,1149.62,467.275
