1
    APEX1501 v20181201  2022 3 8   8:44: 5
         RUN #    1
                                                                                 SIT000075
                                                                               SIT0075.SIT
                                                                                 Outlet 75
          SIT0075.SIT                                                                     
          SUB0075.SUB                                                                     
    Y   M   D         RFV        PRCP          ET          EP           Q         SSF         PRK         QIN        DPRK        RSSF         QRF        SSFI          SW
 1987   1  23  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.8067E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   1  24  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.6339E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   1  25  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1883E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   1  26  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.6521E-03  0.0000E+00  0.0000E+00  0.0000E+00
 1987   1  27  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1217E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   1  28  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9623E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   1  29  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1039E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   1  30  0.5000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9703E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   1  31  0.4800E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9924E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2   1  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9791E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2   2  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.3502E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2   3  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1509E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2   4  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1892E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2   5  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1162E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2   6  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.7601E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2   7  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1224E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2   8  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1626E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2   9  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1088E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  10  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.5879E-02  0.1299E-04  0.0000E+00  0.0000E+00
 1987   2  11  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9168E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  12  0.1090E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1720E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  13  0.3300E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1648E-03  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  14  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1004E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  15  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.6472E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  16  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.8400E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1334E-01  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  18  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2955E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  19  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.5804E-06  0.0000E+00  0.0000E+00  0.0000E+00  0.1028E-01  0.1529E-03  0.0000E+00  0.0000E+00
 1987   2  20  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.5896E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  21  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9825E-02  0.0000E+00  0.0000E+00  0.0000E+00
 1987   2  22  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.8427E-02  0.4739E-02  0.0000E+00  0.0000E+00
 1987   2  23  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9945E-02  0.7611E-03  0.0000E+00  0.0000E+00
 1987   2  24  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.5314E-02  0.2214E-03  0.0000E+00  0.0000E+00
 1987   2  25  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.8733E-02  0.5791E-04  0.0000E+00  0.0000E+00
 1987   2  26  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1381E-01  0.1332E-04  0.0000E+00  0.0000E+00
 1987   2  27  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2998E-02  0.2970E-05  0.0000E+00  0.0000E+00
 1987   2  28  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1010E-01  0.6221E-06  0.0000E+00  0.0000E+00
 1987   3   1  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.8087E-02  0.1246E-06  0.0000E+00  0.0000E+00
 1987   3   2  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1467E-01  0.2415E-07  0.0000E+00  0.0000E+00
 1987   3   3  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.5502E-02  0.4451E-08  0.0000E+00  0.0000E+00
 1987   3   4  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1151E-01  0.9479E-09  0.0000E+00  0.0000E+00
 1987   3   5  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.8960E-02  0.2061E-09  0.0000E+00  0.0000E+00
 1987   3   6  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1667E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9755E-02  0.1604E-01  0.0000E+00  0.0000E+00
 1987   3   7  0.6100E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.5762E-01  0.1011E-01  0.0000E+00  0.0000E+00
 1987   3   8  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2103E-01  0.5880E-07  0.0000E+00  0.0000E+00  0.0000E+00 -0.1051E-01  0.1488E-01  0.0000E+00  0.0000E+00
 1987   3   9  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.6167E-01  0.4693E-02  0.0000E+00  0.0000E+00
 1987   3  10  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.7532E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2543E-01  0.9006E-01  0.0000E+00  0.0000E+00
 1987   3  11  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1729E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1283E+00  0.1039E+00  0.0000E+00  0.0000E+00
 1987   3  12  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2233E+00  0.3114E+00  0.0000E+00  0.0000E+00
 1987   3  13  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.5083E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1871E+00  0.1081E+01  0.0000E+00  0.0000E+00
 1987   3  14  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.3871E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.6281E+00  0.1080E+01  0.0000E+00  0.0000E+00
 1987   3  15  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1061E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.6516E+00  0.3046E+00  0.0000E+00  0.0000E+00
 1987   3  16  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.4081E+00  0.5994E+00  0.0000E+00  0.0000E+00
 1987   3  17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.7009E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.3365E+00  0.1688E+01  0.0000E+00  0.0000E+00
 1987   3  18  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.4542E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.7035E+00  0.1325E+01  0.0000E+00  0.0000E+00
 1987   3  19  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2761E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.6598E+00  0.1042E+00  0.0000E+00  0.0000E+00
 1987   3  20  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.5183E+00  0.4863E-01  0.0000E+00  0.0000E+00
 1987   3  21  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.4616E+00  0.2467E-01  0.0000E+00  0.0000E+00
 1987   3  22  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.7441E-02  0.9450E-07  0.0000E+00  0.0000E+00  0.0000E+00 -0.4221E+00  0.6461E-01  0.0000E+00  0.0000E+00
 1987   3  23  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2395E-06  0.0000E+00  0.0000E+00  0.0000E+00 -0.3568E+00  0.2435E-01  0.0000E+00  0.0000E+00
 1987   3  24  0.1300E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2481E-06  0.0000E+00  0.0000E+00  0.0000E+00 -0.2488E+00  0.2461E-01  0.0000E+00  0.0000E+00
 1987   3  25  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2203E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2029E+00  0.1533E-01  0.0000E+00  0.0000E+00
 1987   3  26  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1460E+00  0.2123E-01  0.0000E+00  0.0000E+00
 1987   3  27  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.8598E-01  0.7807E-02  0.0000E+00  0.0000E+00
 1987   3  28  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.8366E-02  0.4930E-02  0.0000E+00  0.0000E+00
 1987   3  29  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.5932E-02  0.3608E-02  0.0000E+00  0.0000E+00
 1987   3  30  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.8006E-02  0.2948E-02  0.0000E+00  0.0000E+00
 1987   3  31  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.7747E-02  0.2589E-02  0.0000E+00  0.0000E+00
 1987   4   1  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.4132E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.8239E-02  0.4071E-02  0.0000E+00  0.0000E+00
 1987   4   2  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1898E-01  0.1162E-01  0.0000E+00  0.0000E+00
 1987   4   3  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1560E-01  0.1597E+00  0.0000E+00  0.0000E+00
 1987   4   4  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1711E+00  0.1459E+01  0.0000E+00  0.0000E+00
 1987   4   5  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.5681E+00  0.3771E+00  0.0000E+00  0.0000E+00
 1987   4   6  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1725E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.3033E+00  0.1340E+00  0.0000E+00  0.0000E+00
 1987   4   7  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1924E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2391E+00  0.9200E-01  0.0000E+00  0.0000E+00
 1987   4   8  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.5128E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.2113E+00  0.9732E-01  0.0000E+00  0.0000E+00
 1987   4   9  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2391E-02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1773E+00  0.6568E-01  0.0000E+00  0.0000E+00
 1987   4  10  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1260E+00  0.2777E-01  0.0000E+00  0.0000E+00
 1987   4  11  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.8745E-01  0.1458E-01  0.0000E+00  0.0000E+00
 1987   4  12  0.1270E+02  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1538E-01  0.8239E-02  0.0000E+00  0.0000E+00
 1987   4  13  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1374E-01  0.1312E-01  0.0000E+00  0.0000E+00
 1987   4  14  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2908E-06  0.0000E+00  0.0000E+00  0.0000E+00 -0.8161E-02  0.1173E-01  0.0000E+00  0.0000E+00
 1987   4  15  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1499E-01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1546E-01  0.1002E+00  0.0000E+00  0.0000E+00
 1987   4  16  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1318E+00  0.3857E-01  0.0000E+00  0.0000E+00
 1987   4  17  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.6265E-01  0.1857E-01  0.0000E+00  0.0000E+00
 1987   4  18  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.3657E-01  0.8751E-02  0.0000E+00  0.0000E+00
 1987   4  19  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1007E-01  0.4107E-02  0.0000E+00  0.0000E+00
 1987   4  20  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9598E-02  0.2077E-02  0.0000E+00  0.0000E+00
 1987   4  21  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.4509E-04  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.6428E-02  0.1992E-02  0.0000E+00  0.0000E+00
 1987   4  22  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.1273E-01  0.8975E-03  0.0000E+00  0.0000E+00
 1987   4  23  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9833E-02  0.7706E-03  0.0000E+00  0.0000E+00
 1987   4  24  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.2873E-03  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.6564E-02  0.9735E-03  0.0000E+00  0.0000E+00
 1987   4  25  0.2300E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.4177E-02  0.4696E-02  0.0000E+00  0.0000E+00
 1987   4  26  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.9516E-02  0.7027E-03  0.0000E+00  0.0000E+00
 1987   4  27  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1067E-01  0.2074E+01  0.0000E+00  0.0000E+00
 1987   4  28  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.5719E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.7272E+00  0.2824E+01  0.0000E+00  0.0000E+00
 1987   4  29  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.6147E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.7910E+00  0.2195E+01  0.0000E+00  0.0000E+00
 1987   4  30  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1649E+01  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00 -0.7727E+00  0.3894E+01  0.0000E+00  0.0000E+00
 1987   5   1  0.0000E+00  0.0000E+00  0.0000E+00  0.0000E+00  0.1855E+01  0.2130E-06  0.0000E+00  0.0000E+00  0.0000E+00 -0.8741E+00  0.5501E+01  0.0000E+00  0.0000E+00
