obsnme,obsval,weight,obgnme,oname,otype,usecol,time,i,j,totim
d009_cca_19961119,5.24000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970108,5.61000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970130,6.92000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970225,6.01000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970325,4.48000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970429,4.19000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970514,2.49000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970521,2.16000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970529,2.71000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970605,1.69000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970611,2.18000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970616,2.08000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970626,1.86000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970701,1.92000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970715,2.07000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970730,2.30000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970812,2.78000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19970925,2.91000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19971022,3.56000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19971125,4.96000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19971223,5.58000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980212,6.03000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980316,5.72000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980423,5.65000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980506,3.62000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980529,2.09000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980602,1.83000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980609,2.43000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980624,1.89000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980709,2.15000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980722,2.85000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19980930,4.90000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19990217,6.23000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19990429,5.24000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_19990819,3.11000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20000329,6.63000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20000424,4.29000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20000516,2.71000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20000531,1.78000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20000612,2.29000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20000628,3.07000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20000718,3.93000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20000822,4.52000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20000915,4.53000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20001205,5.91000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20010108,6.65000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20010312,6.68000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20010430,3.44000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20010530,1.92000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_cca_20010821,4.10000000E+01,1.00000000E+00,d009_cca,,,,,,,
d009_ck_19971223,7.60000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980212,7.60000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980316,7.60000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980423,7.50000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980506,5.70000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980529,4.30000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980602,4.50000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980609,4.30000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980624,3.60000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980709,3.60000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980722,5.00000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19980930,6.30000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19990217,7.00000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19990429,6.60000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_19990819,4.70000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20000329,8.80000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20000424,6.20000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20000516,5.60000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20000531,5.60000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20000612,5.40000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20000628,6.00000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20000718,6.70000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20000822,7.10000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20000915,6.40000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20001205,6.10000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20010108,6.80000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20010312,6.80000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20010430,5.20000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20010530,3.90000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_ck_20010821,5.40000000E-01,1.00000000E+00,d009_ck,,,,,,,
d009_cmg_19961119,2.85000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970108,3.02000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970130,3.52000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970225,3.20000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970325,2.74000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970429,2.56000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970514,1.63000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970521,1.43000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970529,1.71000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970605,1.15000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970611,1.45000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970616,1.40000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970626,1.25000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970701,1.29000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970715,1.37000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970730,1.58000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970812,1.91000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19970925,1.97000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19971022,2.12000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19971125,2.70000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19971223,3.14000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980212,3.28000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980316,3.18000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980423,3.30000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980506,2.12000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980529,1.28000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980602,1.13000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980609,1.47000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980624,1.20000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980709,1.36000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980722,1.77000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19980930,2.76000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19990217,3.34000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19990429,3.14000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_19990819,2.05000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20000329,3.81000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20000424,2.65000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20000516,1.78000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20000531,1.24000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20000612,1.57000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20000628,2.01000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20000718,2.40000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20000822,3.07000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20000915,2.73000000E+00,1.00000000E+00,d009_cmg,,,,,,,
d009_cmg_20001205,3.29000000E+00,1.00000000E+00,d009_cmg,,,,,,,
